model      ;temperature;prompt                                   ;tokens;iteration;response       ;semantic_shift
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;20    ;2        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales;0.0 
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;20    ;3        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales;0.0 
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;20    ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales;0.0 
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;50    ;1        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;50    ;2        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;50    ;3        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;50    ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;100   ;1        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;100   ;2        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;100   ;3        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;100   ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;200   ;1        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;200   ;2        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;200   ;3        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;200   ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;400   ;1        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;400   ;2        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;400   ;3        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.0        ;Explain quantum mechanics in one sentence;400   ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.23
gpt-4o-mini;0.0        ;Write a quatrain about war               ;20    ;1        ;in fields where shadows stretch and fade   the echoes of the fallen call   with dreams of;1.0 
gpt-4o-mini;0.0        ;Write a quatrain about war               ;20    ;2        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash;1.0 
gpt-4o-mini;0.0        ;Write a quatrain about war               ;20    ;3        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash;1.0 
gpt-4o-mini;0.0        ;Write a quatrain about war               ;20    ;4        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash;1.0 
gpt-4o-mini;0.0        ;Write a quatrain about war               ;50    ;1        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash a price is paid   in silence peace awaits us all.;1.03
gpt-4o-mini;0.0        ;Write a quatrain about war               ;50    ;2        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash a price is paid   in silence peace awaits us all.;1.03
gpt-4o-mini;0.0        ;Write a quatrain about war               ;50    ;3        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash a price is paid   in silence peace awaits us all.;1.03
gpt-4o-mini;0.0        ;Write a quatrain about war               ;50    ;4        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash a price is paid   in silence peace awaits us all.;1.03
gpt-4o-mini;0.0        ;Write a quatrain about war               ;100   ;1        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash a price is paid   in silence peace awaits us all.;0.99
gpt-4o-mini;0.0        ;Write a quatrain about war               ;100   ;2        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash a price is paid   in silence peace awaits us all.;1.03
gpt-4o-mini;0.0        ;Write a quatrain about war               ;100   ;3        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash a price is paid   in silence peace awaits us all.;1.03
gpt-4o-mini;0.0        ;Write a quatrain about war               ;100   ;4        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash a price is paid   in silence peace awaits us all.;1.03
gpt-4o-mini;0.0        ;Write a quatrain about war               ;200   ;1        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash a price is paid   in silence peace awaits us all.;1.03
gpt-4o-mini;0.0        ;Write a quatrain about war               ;200   ;2        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash a price is paid   in silence peace awaits us all.;1.03
gpt-4o-mini;0.0        ;Write a quatrain about war               ;200   ;3        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash a price is paid   in silence peace awaits us all.;1.0 
gpt-4o-mini;0.0        ;Write a quatrain about war               ;200   ;4        ;in fields where shadows stretch and fade   the echoes of the fallen call   with courage forged in steel and blade   yet peace remains the greatest thrall.;1.03
gpt-4o-mini;0.0        ;Write a quatrain about war               ;400   ;1        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash a price is paid   in silence peace awaits us all.;1.03
